4/9/2015|Debt collection|Mortgage|Disclosure verification of debt|Not given enough info to verify debt|OCWEN LOAN SERVICING LLC|CA|95621|null|N/A|Referral|4/13/2015|Closed|Yes|Yes|1322534
3/19/2016|Credit card|null|Billing disputes|null|JPMORGAN CHASE & CO.|IN|463XX|Older American, Servicemember|Other|Web|3/19/2016|Closed with explanation|Yes|Yes|1840595
1/9/2017|Student loan|Federal student loan servicing|Dealing with my lender or servicer|Received bad information about my loan|Navient Solutions, LLC.|CA|959XX|null|Consent provided|Web|1/9/2017|Closed with explanation|Yes|Yes|2281132
4/5/2017|Credit reporting|null|Incorrect information on credit report|Reinserted previously deleted info|EQUIFAX, INC.|FL|32803|null|N/A|Postal mail|4/5/2017|Closed with explanation|Yes|No|2421801
5/1/2015|Credit reporting|null|Incorrect information on credit report|Account status|TRANSUNION INTERMEDIATE HOLDINGS, INC.|OH|45601|null|N/A|Postal mail|5/5/2015|Closed with non-monetary relief|Yes|No|1357646
5/30/2014|Debt collection|Payday loan|Cont'd attempts collect debt not owed|Debt is not mine|ACE CASH EXPRESS, INC.|MD|20601|null|N/A|Phone|6/5/2014|Closed|Yes|No|874318
1/7/2014|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|GA|30311|null|N/A|Web|1/7/2014|Closed with non-monetary relief|Yes|No|657105
1/16/2015|Credit card|null|Other|null|UNITED SERVICES AUTOMOBILE ASSOCIATION|FL|32746|null|N/A|Web|1/16/2015|Closed with non-monetary relief|Yes|No|1196391
5/6/2016|Debt collection|Other (i.e. phone, health club, etc.)|Communication tactics|Threatened to take legal action|General Service Bureau, Inc.|NE|681XX|null|Consent provided|Web|5/6/2016|Closed with explanation|Yes|Yes|1911051
1/31/2013|Credit card|null|Customer service / Customer relations|null|CAPITAL ONE FINANCIAL CORPORATION|FL|34238|Older American|N/A|Web|1/31/2013|Closed with explanation|Yes|No|280128
1/10/2014|Bank account or service|Checking account|Account opening, closing, or management|null|TCF NATIONAL BANK|NC|28104|null|N/A|Referral|1/13/2014|Closed with explanation|Yes|Yes|664550
9/10/2014|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|Specialized Loan Servicing LLC|MI|48603|null|N/A|Referral|9/15/2014|Closed with explanation|Yes|Yes|1022483
5/14/2017|Credit card or prepaid card|General-purpose credit card or charge card|Other features, terms, or problems|Problem with rewards from credit card|AMERICAN EXPRESS COMPANY|NY|11691|null|Consent not provided|Web|5/14/2017|Closed with non-monetary relief|Yes|N/A|2484096
9/20/2016|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|WELLS FARGO & COMPANY|NJ|7604|null|Consent not provided|Web|9/20/2016|Closed with explanation|Yes|Yes|2119083
8/26/2016|Credit reporting|null|Credit reporting company's investigation|Problem with statement of dispute|TRANSUNION INTERMEDIATE HOLDINGS, INC.|CA|94121|null|N/A|Phone|8/31/2016|Closed with explanation|Yes|No|2083542
1/15/2017|Consumer Loan|Vehicle loan|Taking out the loan or lease|null|SANTANDER CONSUMER USA HOLDINGS INC.|FL|32277|null|Consent not provided|Web|2/13/2017|Closed with explanation|Yes|No|2289932
12/6/2011|Credit card|null|APR or interest rate|null|JPMORGAN CHASE & CO.|IN|46392|null|N/A|Referral|12/6/2011|Closed with relief|Yes|No|3424
6/3/2015|Consumer Loan|Installment loan|Taking out the loan or lease|null|WELLS FARGO & COMPANY|NJ|8753|null|N/A|Referral|6/8/2015|Closed with explanation|Yes|No|1403500
2/9/2016|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|GA|300XX|Servicemember|Consent provided|Web|2/9/2016|Closed with non-monetary relief|Yes|No|1780658
11/16/2016|Mortgage|Home equity loan or line of credit|Loan servicing, payments, escrow account|null|WELLS FARGO & COMPANY|CA|92110|Servicemember|N/A|Postal mail|11/17/2016|Closed with explanation|Yes|No|2212444
2/20/2017|Credit card|null|Billing disputes|null|CITIBANK, N.A.|MI|484XX|null|Consent provided|Web|2/20/2017|Closed with explanation|Yes|Yes|2351561
8/20/2016|Prepaid card|General purpose card|Fraud or scam|null|NETSPEND CORPORATION|DC|20011|null|Consent not provided|Web|8/23/2016|Closed with explanation|Yes|No|2073737
2/21/2013|Credit reporting|null|Improper use of my credit report|Report improperly shared by CRC|EQUIFAX, INC.|CA|94806|null|N/A|Web|2/22/2013|Closed with explanation|Yes|Yes|325754
10/29/2012|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|PROVIDENT FUNDING ASSOCIATES|MI|48382|Servicemember|N/A|Fax|10/31/2012|Closed with explanation|Yes|No|177554
5/19/2014|Mortgage|FHA mortgage|Loan servicing, payments, escrow account|null|PENNYMAC LOAN SERVICES, LLC.|CA|91304|null|N/A|Phone|5/21/2014|Closed with monetary relief|Yes|No|858904
2/12/2015|Mortgage|Conventional fixed mortgage|Credit decision / Underwriting|null|Seterus, Inc.|FL|33173|null|N/A|Web|2/12/2015|Closed with explanation|Yes|No|1236978
1/23/2014|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt resulted from identity theft|MERCANTILE ADJUSTMENT BUREAU, LLC|NJ|8852|null|N/A|Web|1/23/2014|Closed with explanation|Yes|No|681173
3/13/2017|Credit card|null|Other|null|JPMORGAN CHASE & CO.|NJ|8085|null|N/A|Postal mail|3/15/2017|Closed with explanation|Yes|Yes|2384071
2/12/2016|Bank account or service|Checking account|Making/receiving payments, sending money|null|TD BANK US HOLDING COMPANY|NC|275XX|Older American|Consent provided|Web|2/16/2016|Closed with non-monetary relief|Yes|No|1785150
2/26/2013|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|NATIONSTAR MORTGAGE|CA|92118|null|N/A|Phone|2/26/2013|Closed with explanation|Yes|Yes|333751
10/2/2015|Debt collection|Federal student loan|Disclosure verification of debt|Right to dispute notice not received|Progressive Financial Services, Inc.|CA|92807|null|Consent not provided|Web|10/2/2015|Closed with explanation|Yes|No|1591118
3/6/2017|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|21ST MORTGAGE CORP.|NY|100XX|null|Other|Web|3/9/2017|Closed with explanation|Yes|No|2373928
2/11/2016|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|FIFTH THIRD FINANCIAL CORPORATION|FL|34684|null|N/A|Referral|2/16/2016|Closed with explanation|Yes|No|1784225
6/9/2016|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt was paid|Penn Credit Corporation|AZ|85711|null|Consent not provided|Web|6/9/2016|Closed with explanation|Yes|No|1962423
5/9/2016|Credit reporting|null|Credit reporting company's investigation|No notice of investigation status/result|EQUIFAX, INC.|TX|775XX|null|Consent provided|Web|5/9/2016|Closed with explanation|Yes|No|1917095
9/8/2016|Debt collection|Credit card|Improper contact or sharing of info|Talked to a third party about my debt|Machol & Johannes, LLC|WA|980XX|null|Consent provided|Web|9/8/2016|Closed with explanation|Yes|Yes|2102302
2/17/2016|Credit card|null|Customer service / Customer relations|null|CITIBANK, N.A.|ID|83815|null|N/A|Referral|2/19/2016|Closed with monetary relief|Yes|No|1790953
2/1/2013|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|SYNCHRONY FINANCIAL|NY|11215|null|N/A|Web|2/7/2013|Closed with explanation|Yes|Yes|287260
10/9/2015|Mortgage|FHA mortgage|Loan modification,collection,foreclosure|null|Ditech Financial LLC|MD|20744|null|Consent not provided|Web|10/9/2015|Closed with explanation|Yes|No|1600541
11/22/2015|Credit reporting|null|Credit reporting company's investigation|Investigation took too long|Experian Information Solutions Inc.|PA|191XX|null|Consent provided|Web|11/22/2015|Closed with non-monetary relief|Yes|No|1667279
2/20/2017|Credit reporting|null|Incorrect information on credit report|Information is not mine|TRANSUNION INTERMEDIATE HOLDINGS, INC.|CA|90814|null|Consent not provided|Web|2/20/2017|Closed with explanation|Yes|No|2351376
4/22/2015|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|CITIBANK, N.A.|AZ|85396|null|N/A|Referral|4/24/2015|Closed with non-monetary relief|Yes|No|1341609
7/14/2014|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|JPMORGAN CHASE & CO.|OR|97317|null|N/A|Referral|7/17/2014|Closed with explanation|Yes|No|935214
9/14/2016|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|MD|207XX|null|Consent provided|Web|9/14/2016|Closed with explanation|Yes|Yes|2110752
11/23/2015|Mortgage|Conventional fixed mortgage|Application, originator, mortgage broker|null|Ditech Financial LLC|FL|33311|null|N/A|Phone|11/30/2015|Closed with explanation|Yes|No|1668634
4/11/2017|Student loan|Federal student loan servicing|Dealing with my lender or servicer|Trouble with how payments are handled|Navient Solutions, LLC.|MI|48038|null|Consent not provided|Web|4/11/2017|Closed with explanation|Yes|No|2430064
3/7/2017|Debt collection|I do not know|Disclosure verification of debt|Not given enough info to verify debt|TENET HEALTHCARE CORPORATION|CA|90014|null|N/A|Referral|3/9/2017|Closed with explanation|Yes|No|2376228
10/9/2016|Credit reporting|null|Unable to get credit report/credit score|Problem getting my free annual report|TRANSUNION INTERMEDIATE HOLDINGS, INC.|IL|60419|null|Consent not provided|Web|10/9/2016|Closed with non-monetary relief|Yes|No|2152797
11/3/2015|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|WA|98144|null|Consent not provided|Web|11/3/2015|Closed with explanation|Yes|No|1637948
6/10/2015|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|Specialized Loan Servicing LLC|LA|70360|null|Other|Web|6/15/2015|Closed with explanation|Yes|No|1415642
12/11/2012|Credit reporting|null|Credit reporting company's investigation|Problem with statement of dispute|EQUIFAX, INC.|CT|6615|null|N/A|Web|12/11/2012|Closed with explanation|Yes|Yes|206411
5/18/2012|Bank account or service|Checking account|Deposits and withdrawals|null|CITIBANK, N.A.|NY|10029|null|N/A|Referral|5/29/2012|Closed with explanation|Yes|No|83150
9/3/2014|Bank account or service|Checking account|Making/receiving payments, sending money|null|WELLS FARGO & COMPANY|AK|99654|null|N/A|Web|9/3/2014|Closed with explanation|Yes|No|1012063
12/15/2014|Bank account or service|Checking account|Deposits and withdrawals|null|JPMORGAN CHASE & CO.|NY|11375|null|N/A|Web|12/17/2014|Closed|Yes|No|1155983
4/9/2016|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|Specialized Loan Servicing LLC|NC|27597|null|Consent not provided|Web|4/9/2016|Closed with explanation|Yes|No|1872056
5/17/2014|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt is not mine|ENCORE CAPITAL GROUP INC.|MD|20715|null|N/A|Web|5/20/2014|Closed with non-monetary relief|Yes|No|857217
10/21/2016|Debt collection|Other (i.e. phone, health club, etc.)|Disclosure verification of debt|Right to dispute notice not received|Diversified Consultants, Inc.|IA|500XX|null|Consent provided|Web|10/25/2016|Closed with explanation|Yes|No|2173140
1/1/2016|Debt collection|I do not know|Communication tactics|Frequent or repeated calls|Dyck-O'Neal, Inc.|TN|374XX|Older American|Consent provided|Web|1/28/2016|Closed with explanation|Yes|No|1724485
1/11/2017|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt resulted from identity theft|ENCORE CAPITAL GROUP INC.|WA|980XX|null|Consent provided|Web|1/11/2017|Closed with non-monetary relief|Yes|No|2283633
5/11/2016|Bank account or service|(CD) Certificate of deposit|Account opening, closing, or management|null|BANK OF AMERICA, NATIONAL ASSOCIATION|TX|75070|null|N/A|Referral|5/13/2016|Closed with explanation|Yes|No|1919601
7/13/2015|Mortgage|Other mortgage|Application, originator, mortgage broker|null|JPMORGAN CHASE & CO.|NY|11412|null|N/A|Referral|7/17/2015|Closed with explanation|Yes|Yes|1465637
4/1/2017|Credit reporting|null|Credit reporting company's investigation|No notice of investigation status/result|EQUIFAX, INC.|WA|98005|null|Consent not provided|Web|4/1/2017|Closed with explanation|Yes|No|2414881
9/17/2015|Bank account or service|Savings account|Deposits and withdrawals|null|WELLS FARGO & COMPANY|null|null|null|Consent provided|Web|9/17/2015|Closed with explanation|Yes|No|1568217
9/30/2014|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|TX|75075|null|N/A|Web|9/30/2014|Closed with explanation|Yes|Yes|1050568
1/18/2017|Credit card|null|Late fee|null|SYNCHRONY FINANCIAL|NJ|8812|null|Consent not provided|Web|1/18/2017|Closed with explanation|Yes|Yes|2293921
8/20/2014|Payday loan|null|Applied for loan/did not receive money|null|Patient Accounting Service Center|PA|19522|null|N/A|Web|8/25/2014|Closed with explanation|No|No|993436
1/30/2017|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|OH|44143|null|Consent not provided|Web|1/30/2017|Closed with non-monetary relief|Yes|No|2316738
10/22/2014|Credit reporting|null|Incorrect information on credit report|Information is not mine|ONLINE Information Services, Inc.|SC|29642|null|N/A|Web|10/22/2014|Closed with explanation|Yes|No|1082715
9/20/2013|Debt collection|Other (i.e. phone, health club, etc.)|False statements or representation|Attempted to collect wrong amount|URS Holding, LLC|OK|73071|null|N/A|Web|9/20/2013|Closed with explanation|Yes|Yes|536009
8/31/2015|Credit card|null|Other|null|DISCOVER BANK|NY|130XX|null|Consent provided|Web|8/31/2015|Closed with explanation|Yes|No|1544098
2/3/2015|Credit reporting|null|Incorrect information on credit report|Account status|EQUIFAX, INC.|TX|75070|null|N/A|Postal mail|3/13/2015|Closed with explanation|Yes|No|1222111
3/16/2017|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|TX|773XX|Older American|Consent provided|Web|3/16/2017|Closed with non-monetary relief|Yes|Yes|2390119
3/24/2015|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|VA|24586|null|Consent not provided|Web|3/24/2015|Closed with explanation|Yes|No|1298741
1/28/2015|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|FL|33594|null|N/A|Web|1/28/2015|Closed with explanation|Yes|No|1213580
2/15/2016|Credit reporting|null|Incorrect information on credit report|Information is not mine|TRANSUNION INTERMEDIATE HOLDINGS, INC.|TX|79410|null|Consent not provided|Web|2/15/2016|Closed with non-monetary relief|Yes|No|1787763
9/6/2013|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|CA|92101|null|N/A|Web|9/6/2013|Closed with explanation|Yes|No|517813
8/23/2015|Credit reporting|null|Incorrect information on credit report|Public record|TRANSUNION INTERMEDIATE HOLDINGS, INC.|MA|2141|null|Consent not provided|Web|8/23/2015|Closed with explanation|Yes|No|1532058
8/27/2015|Bank account or service|Checking account|Account opening, closing, or management|null|PNC Bank N.A.|NJ|087XX|Servicemember|Consent provided|Web|8/27/2015|Closed with monetary relief|Yes|No|1540295
4/4/2014|Mortgage|Conventional fixed mortgage|Application, originator, mortgage broker|null|JPMORGAN CHASE & CO.|NY|10468|null|N/A|Web|4/4/2014|Closed with explanation|Yes|No|793577
7/26/2016|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|Seterus, Inc.|IL|60564|null|N/A|Referral|7/27/2016|Closed with explanation|Yes|No|2030704
12/29/2016|Bank account or service|Other bank product/service|Account opening, closing, or management|null|BMO HARRIS BANK NATIONAL ASSOCIATION|IL|60433|null|N/A|Referral|12/29/2016|Closed with explanation|Yes|Yes|2268317
8/13/2015|Credit reporting|null|Incorrect information on credit report|Personal information|EQUIFAX, INC.|NY|14411|null|Consent not provided|Web|8/13/2015|Closed with explanation|Yes|No|1517174
2/8/2017|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt was paid|Performant Financial Corporation|OR|97002|null|N/A|Referral|2/13/2017|Closed with non-monetary relief|Yes|No|2334881
7/9/2014|Debt collection|Medical|False statements or representation|Attempted to collect wrong amount|EXPERT GLOBAL SOLUTIONS, INC.|IL|62704|null|N/A|Referral|7/15/2014|Closed with explanation|Yes|No|929730
9/6/2016|Credit card|null|Closing/Cancelling account|null|CITIBANK, N.A.|NY|11219|null|Consent not provided|Web|9/9/2016|Closed with monetary relief|Yes|No|2097608
1/30/2015|Debt collection|I do not know|Cont'd attempts collect debt not owed|Debt is not mine|Hillcrest Davidson & Assoc|GA|31023|null|N/A|Postal mail|8/24/2015|Closed with explanation|No|No|1217945
2/1/2016|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt was paid|TekCollect Inc.|MI|49221|null|Consent not provided|Web|2/1/2016|Closed with explanation|Yes|No|1766580
7/9/2015|Mortgage|Other mortgage|Settlement process and costs|null|BANK OF AMERICA, NATIONAL ASSOCIATION|FL|33156|null|N/A|Referral|7/24/2015|Closed with explanation|Yes|Yes|1458717
3/17/2015|Bank account or service|Checking account|Deposits and withdrawals|null|JPMORGAN CHASE & CO.|TX|75006|null|N/A|Web|3/17/2015|Closed with explanation|Yes|Yes|1286082
4/30/2016|Student loan|Non-federal student loan|Can't repay my loan|Can't get flexible payment options|First Associates Loan Servicing LLC|CA|930XX|null|Consent provided|Web|6/10/2016|Closed with explanation|Yes|No|1904284
5/31/2016|Credit reporting|null|Incorrect information on credit report|Reinserted previously deleted info|Credit Karma, Inc.|MD|211XX|null|Consent provided|Web|5/31/2016|Closed with explanation|Yes|No|1947494
3/7/2017|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|United Shore Financial Services, LLC|CA|940XX|null|Consent provided|Web|3/9/2017|Closed with explanation|Yes|No|2372937
1/8/2013|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|Ditech Financial LLC|TX|75074|null|N/A|Web|1/8/2013|Closed with explanation|No|No|224243
12/16/2016|Mortgage|Reverse mortgage|Loan modification,collection,foreclosure|null|NATIONSTAR MORTGAGE|MD|20706|null|N/A|Phone|1/27/2017|Closed with explanation|Yes|No|2253310
6/19/2014|Credit card|null|Other|null|CITIBANK, N.A.|PA|19095|null|N/A|Referral|6/23/2014|Closed with explanation|Yes|No|901918
7/10/2015|Debt collection|Credit card|Disclosure verification of debt|Not given enough info to verify debt|Mel S. Harris and Associates, LLC|NY|112XX|Older American|Consent provided|Web|7/16/2015|Closed with explanation|Yes|No|1462033
12/16/2016|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt is not mine|The TRAF Group|VA|22554|Servicemember|Consent not provided|Web|12/17/2016|Closed with explanation|No|Yes|2253030
4/4/2017|Prepaid card|General purpose card|Unauthorized transactions/trans. issues|null|U.S. BANCORP|MI|48197|null|N/A|Referral|4/5/2017|Closed with monetary relief|Yes|No|2418102
3/4/2017|Mortgage|VA mortgage|Loan servicing, payments, escrow account|null|PHH Mortgage Services Corporation|MS|39212|null|Consent not provided|Web|3/8/2017|Closed with explanation|Yes|Yes|2370225
11/8/2016|Credit reporting|null|Incorrect information on credit report|Reinserted previously deleted info|Experian Information Solutions Inc.|LA|713XX|null|Consent provided|Web|11/8/2016|Closed with explanation|Yes|No|2200230
3/7/2017|Mortgage|FHA mortgage|Application, originator, mortgage broker|null|PRIMELENDING, A PLAINSCAPITAL COMPANY|CA|953XX|null|Consent provided|Web|3/9/2017|Closed with explanation|Yes|No|2375285
4/28/2017|Debt collection|Medical debt|Took or threatened to take negative or legal action|Threatened or suggested your credit would be damaged|Ad Astra Recovery Services Inc|TX|78217|null|Consent not provided|Web|4/28/2017|Closed with explanation|Yes|N/A|2469632
6/21/2015|Debt collection|I do not know|Cont'd attempts collect debt not owed|Debt is not mine|PAYPAL HOLDINGS INC.|KY|410XX|null|Consent provided|Web|6/21/2015|Closed with non-monetary relief|Yes|No|1430976
4/24/2017|Debt collection|Medical debt|False statements or representation|Attempted to collect wrong amount|Retrieval-Masters Creditors Bureau, Inc.|TX|78754|null|Consent not provided|Web|4/24/2017|Closed with explanation|Yes|N/A|2464901
10/18/2012|Bank account or service|Other bank product/service|Account opening, closing, or management|null|AMERICAN EXPRESS COMPANY|AZ|85260|null|N/A|Web|10/19/2012|Closed with explanation|Yes|No|173314
2/3/2017|Student loan|Non-federal student loan|Dealing with my lender or servicer|Don't agree with fees charged|Navient Solutions, LLC.|NY|10011|null|Consent not provided|Web|2/3/2017|Closed with explanation|Yes|No|2327702
5/8/2015|Mortgage|VA mortgage|Loan servicing, payments, escrow account|null|FREEDOM MORTGAGE COMPANY|TX|787XX|null|Consent provided|Web|5/8/2015|Closed with explanation|Yes|No|1367289
6/6/2016|Credit reporting|null|Improper use of my credit report|Report shared with employer w/o consent|TRANSUNION INTERMEDIATE HOLDINGS, INC.|CA|92203|Older American|Consent not provided|Web|6/6/2016|Closed with explanation|Yes|No|1956299
4/14/2015|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|CA|94550|null|Consent not provided|Web|4/14/2015|Closed with explanation|Yes|Yes|1329633
7/28/2013|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt resulted from identity theft|AMERICAN EXPRESS COMPANY|TX|78225|null|N/A|Web|7/28/2013|Closed with explanation|Yes|Yes|468498
6/4/2016|Mortgage|FHA mortgage|Loan modification,collection,foreclosure|null|NATIONSTAR MORTGAGE|TN|378XX|null|Consent provided|Web|6/4/2016|Closed with explanation|Yes|No|1954614
12/7/2016|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|BANK OF AMERICA, NATIONAL ASSOCIATION|CA|941XX|null|Consent provided|Web|12/7/2016|Closed with explanation|Yes|No|2240686
4/1/2016|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|HSBC NORTH AMERICA HOLDINGS INC.|VA|22003|null|N/A|Postal mail|4/1/2016|Closed with explanation|Yes|No|1860318
2/21/2014|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|TX|77301|null|N/A|Postal mail|3/17/2014|Closed with explanation|Yes|No|727142
1/15/2016|Bank account or service|Checking account|Account opening, closing, or management|null|SUNTRUST BANKS, INC.|TN|38125|null|N/A|Referral|1/19/2016|Closed with explanation|Yes|No|1741514
2/21/2017|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|BANK OF AMERICA, NATIONAL ASSOCIATION|NJ|7005|null|N/A|Referral|2/24/2017|Closed with monetary relief|Yes|No|2352752
6/18/2015|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt is not mine|Resurgent Capital Services L.P.|VA|235XX|null|Consent provided|Web|6/18/2015|Closed with explanation|Yes|No|1427069
9/11/2015|Money transfers|Domestic (US) money transfer|Fraud or scam|null|WESTERN UNION COMPANY, THE|TX|78336|null|N/A|Phone|9/12/2015|Closed with explanation|Yes|No|1560466
11/19/2016|Debt collection|Payday loan|Disclosure verification of debt|Not disclosed as an attempt to collect|BlueChip Financial|WA|992XX|null|Consent provided|Web|11/19/2016|Closed with explanation|Yes|No|2215404
10/8/2015|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|Residential Credit Solutions, Inc.|CA|94531|null|Consent not provided|Web|10/8/2015|Closed with explanation|Yes|No|1599127
7/12/2016|Consumer Loan|Vehicle loan|Problems when you are unable to pay|null|FIRST NIAGARA FINANCIAL GROUP, INC.|NY|13903|Servicemember|N/A|Referral|7/13/2016|Closed with explanation|Yes|No|2008234
7/9/2014|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|NATIONSTAR MORTGAGE|NY|11235|null|N/A|Web|7/9/2014|Closed with explanation|Yes|No|929479
11/13/2016|Credit reporting|null|Credit reporting company's investigation|Problem with statement of dispute|TRANSUNION INTERMEDIATE HOLDINGS, INC.|IL|600XX|Older American|Consent provided|Web|11/13/2016|Closed with explanation|Yes|Yes|2205867
5/2/2014|Credit reporting|null|Incorrect information on credit report|Reinserted previously deleted info|Experian Information Solutions Inc.|AL|35120|null|N/A|Web|5/2/2014|Closed with non-monetary relief|Yes|No|835890
7/22/2015|Bank account or service|Checking account|Account opening, closing, or management|null|BMO HARRIS BANK NATIONAL ASSOCIATION|IL|60950|Older American|N/A|Phone|7/23/2015|Closed with explanation|Yes|Yes|1482036
1/7/2016|Debt collection|I do not know|Communication tactics|Called after sent written cease of comm|ENCORE CAPITAL GROUP INC.|IL|622XX|null|Consent provided|Web|1/7/2016|Closed with non-monetary relief|Yes|No|1733072
4/21/2016|Credit reporting|null|Credit reporting company's investigation|No notice of investigation status/result|EQUIFAX, INC.|CA|917XX|null|Consent provided|Web|4/21/2016|Closed with explanation|Yes|Yes|1890278
8/30/2013|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt was paid|STONELEIGH RECOVERY ASSOCIATES, LLC|MI|48215|null|N/A|Postal mail|10/2/2013|Closed with non-monetary relief|Yes|No|511335
2/9/2015|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|HSBC NORTH AMERICA HOLDINGS INC.|NY|14620|null|N/A|Web|2/9/2015|Closed with explanation|Yes|No|1231109
3/21/2016|Debt collection|Medical|Disclosure verification of debt|Right to dispute notice not received|Credit Adjustments Inc|OH|43615|null|Consent not provided|Web|3/23/2016|Closed with explanation|Yes|Yes|1842550
10/7/2015|Mortgage|Home equity loan or line of credit|Settlement process and costs|null|BANK OF AMERICA, NATIONAL ASSOCIATION|CA|923XX|null|Consent provided|Web|10/9/2015|Closed with explanation|Yes|No|1597727
6/14/2013|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|NATIONSTAR MORTGAGE|TX|77484|null|N/A|Referral|6/17/2013|Closed with explanation|Yes|Yes|432858
8/16/2013|Bank account or service|Checking account|Account opening, closing, or management|null|CAPITAL ONE FINANCIAL CORPORATION|CA|95407|null|N/A|Web|8/19/2013|Closed with explanation|Yes|Yes|494335
4/27/2016|Credit reporting|null|Incorrect information on credit report|Account status|EQUIFAX, INC.|CA|958XX|null|Consent provided|Web|4/27/2016|Closed with explanation|Yes|Yes|1900263
6/3/2015|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|NAVY FEDERAL CREDIT UNION|TX|75048|Older American|N/A|Postal mail|6/5/2015|Closed with explanation|Yes|Yes|1403317
4/24/2017|Credit card or prepaid card|General-purpose credit card or charge card|Problem when making payments|Problem during payment process|JPMORGAN CHASE & CO.|null|null|null|N/A|Phone|4/24/2017|Closed with explanation|Yes|N/A|2464756
5/25/2016|Mortgage|Other mortgage|Other|null|SELECT PORTFOLIO SERVICING, INC.|FL|33318|null|N/A|Referral|6/1/2016|Closed with explanation|Yes|No|1941806
8/1/2015|Credit card|null|Credit line increase/decrease|null|CITIBANK, N.A.|VA|232XX|null|Consent provided|Web|8/1/2015|Closed with explanation|Yes|Yes|1497874
4/18/2014|Debt collection|Other (i.e. phone, health club, etc.)|Disclosure verification of debt|Right to dispute notice not received|CAPITAL ONE FINANCIAL CORPORATION|NJ|7067|null|N/A|Referral|4/23/2014|Closed with explanation|Yes|No|815609
12/17/2016|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|BANK OF AMERICA, NATIONAL ASSOCIATION|CA|934XX|Older American|Consent provided|Web|12/17/2016|Closed with non-monetary relief|Yes|No|2253959
2/16/2017|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt is not mine|PORTFOLIO RECOVERY ASSOCIATES INC|PA|18015|null|Consent not provided|Web|2/16/2017|Closed with explanation|Yes|No|2348297
11/16/2013|Credit reporting|null|Incorrect information on credit report|Reinserted previously deleted info|EQUIFAX, INC.|MN|55902|null|N/A|Web|11/15/2013|Closed with non-monetary relief|Yes|No|601292
7/6/2016|Mortgage|Other mortgage|Other|null|OCWEN LOAN SERVICING LLC|FL|34637|null|N/A|Phone|8/5/2016|Closed with explanation|Yes|No|1999885
